Datos_Completos
age,gender,Academic_Level,Country,avg_daily_usage_hours,Most_Used_Platform,affects_academic_performance,sleep_hours_per_night, mental_health_score ,relationship_status_single,conflicts_over_social_media,addicted_score
23,Male,Graduate,Mexico,4,TikTok,0,9,0,In a relationshipn,0,0
21,Female,Secondary,Mexico,5,WhatsApp,0,5,0,Single,0,0
20,Male,Graduate,Mexico,4,Instagram,0,4,0,Single,0,0
21,Male,Graduate,Mexico,7,Instagram,0,7,0,Single,0,0
25,Male,Graduate,Mexico,1,Instagram,0,6,0,In a relationshipn,0,0
20,Female,Preparatory,Mexico,3,TikTok,0,8,0,Single,0,0
80,Male,Sin estudios,Bahrain,0,LINE,0,1,0,Single,5,0
42,Female,Primaria,Mexico,1,WhatsApp,0,8,0,Single,0,0
27,Female,Preparatory,Mexico,7,WhatsApp,0,5,0,Single,0,0
20,Female,Preparatory,Mexico,8,WhatsApp,0,4,0,Single,3,0
23,Female,Preparatory,Mexico,4,Instagram,0,8,0,Single,0,0
40,Male,Graduate,Mexico,5,WhatsApp,0,7,0,Single,1,0
54,Male,Posgrado,Mexico,1,WhatsApp,0,6,0,In a relationshipn,0,0
30,Female,Graduate,Mexico,6,Facebook,0,7,0,Single,0,0
52,Female,Secondary,Mexico,2,WhatsApp,0,7,0,In a relationshipn,1,0
28,Female,Posgrado,Mexico,4,WhatsApp,0,6,0,In a relationshipn,0,0
52,Female,Secondary,Mexico,3,WhatsApp,0,7,0,In a relationshipn,1,0
29,Male,Graduate,Mexico,4,Facebook,0,8,0,In a relationshipn,0,0
41,Female,Graduate,Mexico,3,WhatsApp,0,8,0,Single,0,0
22,Female,Graduate,Mexico,5,TikTok,0,8,0,In a relationshipn,0,0
27,Female,Graduate,Mexico,5,Instagram,0,8,0,In a relationshipn,0,0
16,Male,Preparatory,Ecuador,3,TikTok,0,7,0,In a relationshipn,0,0
16,Male,Preparatory,Ecuador,3,TikTok,0,7,0,In a relationshipn,0,0
23,Female,Graduate,Mexico,5,WhatsApp,0,6,0,Single,2,0
22,Female,Graduate,Mexico,3,Facebook,0,7,0,In a relationshipn,0,0
22,Male,Graduate,Qatar,5,TikTok,0,6,0,Single,0,0
20,Female,Preparatory,Mexico,4,Instagram,0,5,0,In a relationshipn,5,0
19,Female,Preparatory,Malta,3,TikTok,0,6,0,Single,0,0
21,Male,Preparatory,Mexico,7,TikTok,0,6,0,Single,0,0
24,Female,Preparatory,Mexico,7,Instagram,0,4,0,Single,1,0
19,Male,Preparatory,Mexico,5,Facebook,0,7,0,In a relationshipn,2,0
18,Male,Preparatory,Mexico,3,YouTube,0,4,0,In a relationshipn,1,0
14,Female,Preparatory,Mexico,5,Twitter,0,5,0,Single,1,0
21,Male,Preparatory,Mexico,4,Instagram,0,6,0,In a relationshipn,1,0
27,Male,Graduate,Mexico,5,WhatsApp,0,8,0,Single,0,0
19,Male,Preparatory,Mexico,7,Facebook,0,4,0,Single,3,0
22,Male,Graduate,Mexico,1,Facebook,0,7,0,In a relationshipn,,0
22,Female,Preparatory,Mexico,5,TikTok,0,8,0,In a relationshipn,1,0
22,Female,Preparatory,Mexico,5,TikTok,0,8,0,In a relationshipn,1,0
21,Male,Posgrado,Argentina,3,Instagram,0,8,0,In a relationshipn,0,0
21,Male,Posgrado,Argentina,3,Instagram,0,8,0,In a relationshipn,0,0
22,Male,Graduate,Mexico,1,YouTube,0,5,0,Single,0,0
20,Female,Graduate,Mexico,5,Twitter,0,6,0,Single,2,0
26,Male,Graduate,Mexico,5,Facebook,0,6,0,In a relationship,3,0
21,Male,Graduate,Mexico,5,Instagram,0,6,0,In a relationship,1,0
20,Male,Graduate,Mexico,5,Instagram,0,6,0,In a relationship,2,0
26,Female,Secondary,Mexico,5,Instagram,0,4,0,In a relationship,1,0
24,Female,Secondary,Mexico,7,Facebook,0,4,0,Single,1,0
26,Male,Secondary,Mexico,4,TikTok,0,7,0,In a relationship,1,0
23,Male,Graduate,Mexico,5,Instagram,0,5,0,Single,1,0
21,Male,Graduate,Mexico,4,TikTok,0,6,0,Single,1,0
20,Male,Graduate,Mexico,7,Twitter,0,5,0,Single,3,0
22,Female,Graduate,Mexico,3,YouTube,0,7,0,Single,1,0
27,Female,Graduate,Mexico,4,Twitter,0,6,0,Single,1,0
25,Female,Graduate,Mexico,3,YouTube,0,7,0,In a relationship,0,0
22,Female,Graduate,Mexico,6,YouTube,0,5,0,In a relationship,3,0
18,Male,Secondary,Mexico,4,TikTok,0,6,0,Single,0,0
18,Male,Secondary,Mexico,5,Facebook,0,6,0,In a relationship,4,0
20,Male,Graduate,Mexico,4,Instagram,0,6,0,Single,2,0
18,Male,Graduate,Mexico,8,TikTok,0,5,0,In a relationship,1,0
22,Male,Graduate,Mexico,5,TikTok,0,6,0,Complicado,0,0
23,Male,Graduate,Mexico,7,Facebook,0,5,0,In a relationship,1,0
24,Female,Graduate,Mexico,6,Instagram,0,8,0,Single,0,0
20,Male,Graduate,Mexico,8,TikTok,0,7,0,Single,0,0
22,Female,Graduate,Mexico,8,TikTok,0,6,0,Single,1,0
23,Female,Graduate,Mexico,4,Facebook,0,6,0,Single,0,0
26,Female,Secondary,Mexico,7,TikTok,0,5,0,Single,1,0
25,Male,Secondary,Mexico,5,Instagram,0,8,0,In a relationship,0,0
16,Male,Secondary,Mexico,6,YouTube,0,5,0,In a relationship,3,0
18,Female,Graduate,Mexico,6,TikTok,0,5,0,In a relationship,4,0
19,Male,Graduate,Mexico,6,TikTok,0,5,0,In a relationship,1,0
18,Female,Secondary,Mexico,4,Instagram,0,6,0,In a relationship,1,0
21,Male,Graduate,Mexico,5,Instagram,0,4,0,Single,3,0
23,Male,Secondary,Mexico,5,Instagram,0,5,0,Single,2,0
21,Male,Secondary,Mexico,4,YouTube,0,6,0,Single,0,0
23,Male,Graduate,Mexico,2,Twitter,0,7,0,In a relationship,3,0
24,Male,Graduate,Mexico,3,Instagram,0,6,0,Single,1,0
22,Female,Graduate,Mexico,5,Facebook,0,7,0,In a relationship,3,0
22,Female,Graduate,Mexico,8,Instagram,0,5,0,In a relationship,1,0
24,Female,Secondary,Mexico,4,Instagram,0,6,0,In a relationship,1,0
21,Male,Graduate,Mexico,5,Instagram,0,6,0,Single,2,0
20,Female,Graduate,Mexico,6,Facebook,0,5,0,In a relationship,3,0
15,Male,Secondary,Mexico,5,Facebook,0,6,0,Single,5,0
19,Male,Graduate,Mexico,7,Facebook,0,5,0,In a relationship,0,0
23,Female,Secondary,Mexico,7,YouTube,0,5,0,Single,2,0
27,Female,Graduate,Mexico,4,Twitter,0,6,0,Single,2,0
22,Male,Graduate,Mexico,8,Facebook,0,5,0,In a relationship,2,0
19,Female,Graduate,Mexico,6,YouTube,0,6,0,Single,4,0
20,Male,Graduate,Mexico,6,TikTok,0,5,0,Single,5,0
25,Male,Graduate,Mexico,6,Facebook,0,7,0,In a relationship,1,0
20,Female,Graduate,Mexico,7,Facebook,0,7,0,In a relationship,1,0
23,Male,Graduate,Mexico,4,Facebook,0,5,0,In a relationship,1,0
21,Male,Graduate,Mexico,3,TikTok,0,7,0,Single,1,0
21,Female,Graduate,Mexico,5,Twitter,0,6,0,In a relationship,2,0
28,Female,Graduate,Mexico,4,TikTok,0,7,0,Single,2,0
21,Male,Graduate,Mexico,5,Facebook,0,6,0,Single,2,0
20,Male,Graduate,Mexico,8,TikTok,0,4,0,Single,9,0
22,Female,Graduate,Mexico,4,Facebook,0,7,0,In a relationship,0,0
17,Female,Secondary,Mexico,5,Facebook,0,6,0,In a relationship,2,0
16,Male,Secondary,Mexico,6,Twitter,0,6,0,Single,1,0
18,Female,Secondary,Mexico,8,Instagram,0,3,0,Single,2,0
22,Male,Graduate,Mexico,6,Instagram,0,6,0,In a relationship,3,0
21,Female,Graduate,Mexico,7,YouTube,0,5,0,Single,4,0
19,Male,Graduate,Mexico,8,Twitter,0,4,0,In a relationship,1,0
27,Female,Graduate,Mexico,4,Facebook,0,6,0,In a relationship,6,0
20,Male,Graduate,Mexico,7,Instagram,0,4,0,In a relationship,7,0
18,Female,Graduate,Mexico,7,Facebook,0,6,0,Single,2,0
18,Female,Graduate,Mexico,7,Instagram,0,4,0,In a relationship,2,0
18,Male,Secondary,Mexico,4,Instagram,0,7,0,In a relationship,1,0
27,Female,Graduate,Mexico,4,Instagram,0,6,0,In a relationship,0,0
18,Male,Secondary,Mexico,6,Twitter,0,6,0,Single,4,0
24,Female,Graduate,Mexico,4,TikTok,0,5,0,In a relationship,2,0
21,Male,Graduate,Mexico,7,Facebook,1,5,0,In a relationship,5,0
18,Female,Secondary,Mexico,5,Twitter,1,5,0,Single,5,0
17,Male,Secondary,Mexico,4,Instagram,0,6,0,In a relationship,1,0
25,Female,Graduate,Mexico,5,Instagram,1,6,0,In a relationship,1,0
20,Male,Graduate,Mexico,5,Twitter,0,5,0,Single,2,0
19,Female,Graduate,Mexico,5,Twitter,0,6,0,In a relationship,5,0
20,Male,Graduate,Mexico,6,YouTube,0,5,0,Complicado,4,0
17,Male,Secondary,Mexico,5,Facebook,0,6,0,Complicado,2,0
20,Male,Graduate,Mexico,5,Twitter,0,6,0,Single,1,0
18,Female,Secondary,Mexico,6,Facebook,1,5,0,Single,2,0
28,Male,Graduate,Mexico,3,YouTube,0,7,0,In a relationship,6,0
21,Female,Graduate,Mexico,8,YouTube,1,5,0,In a relationship,4,0
18,Male,Graduate,Mexico,5,Facebook,0,6,0,Single,0,0
15,Female,Secondary,Mexico,6,Instagram,1,5,0,In a relationship,2,0
19,Male,Graduate,Mexico,6,TikTok,0,5,0,In a relationship,5,0
18,Female,Graduate,Mexico,4,Instagram,0,5,0,In a relationship,2,0
20,Female,Graduate,Mexico,5,Instagram,0,5,0,In a relationship,9,0
21,Male,Graduate,Mexico,7,Instagram,1,4,0,Single,4,0
30,Female,Graduate,Mexico,4,Twitter,1,7,0,Single,1,0
18,Female,Graduate,Mexico,6,YouTube,0,5,0,Single,2,0
16,Male,Secondary,Mexico,3,Instagram,0,6,0,In a relationship,3,0
19,Female,Graduate,Mexico,7,YouTube,1,4,0,Single,5,0
20,Female,Graduate,Mexico,8,Facebook,1,4,0,Single,4,0
21,Female,Graduate,Mexico,8,TikTok,1,4,0,Single,4,0
19,Male,Graduate,Mexico,5,Facebook,0,6,0,In a relationship,2,0
18,Female,Graduate,Mexico,6,Facebook,1,5,0,In a relationship,2,0
21,Male,Graduate,Mexico,7,Twitter,1,5,0,Single,3,0
21,Female,Graduate,Mexico,5,TikTok,0,5,0,Single,4,0
18,Female,Secondary,Mexico,5,Facebook,1,6,0,In a relationship,1,0
18,Female,Secondary,Mexico,6,Facebook,1,5,0,Single,0,0
20,Male,Graduate,Mexico,6,TikTok,1,5,0,Single,4,0
21,Female,Graduate,Mexico,5,TikTok,0,5,0,Single,3,0
22,Female,Graduate,Mexico,5,Facebook,0,6,0,Single,3,0
22,Male,Graduate,Mexico,7,TikTok,1,5,0,Single,3,0
28,Female,Graduate,Mexico,5,Facebook,1,5,0,Single,2,0
18,Male,Graduate,Mexico,4,Facebook,0,5,0,Single,3,0
18,Male,Graduate,Mexico,4,Twitter,0,6,0,In a relationship,2,0
20,Female,Graduate,Mexico,6,Instagram,0,5,0,Single,2,0
20,Male,Graduate,Mexico,5,Facebook,0,5,0,In a relationship,0,0
18,Female,Secondary,Mexico,5,YouTube,0,5,0,In a relationship,4,0
20,Male,Graduate,Mexico,6,Instagram,0,4,0,Single,6,0
18,Male,Secondary,Mexico,6,Instagram,1,5,0,In a relationship,1,0
29,Female,Graduate,Mexico,4,Instagram,1,6,0,Single,4,0
27,Male,Graduate,Mexico,4,Twitter,1,5,0,In a relationship,1,0
18,Male,Graduate,Mexico,5,Facebook,0,6,0,Single,1,0
29,Male,Graduate,Mexico,1,Twitter,0,7,0,Single,0,0
25,Male,Graduate,Mexico,5,Facebook,1,7,0,Single,0,0
23,Male,University Higher Technician,México,8,Facebook,0,8,0,Single,1,0
23,Male,University Higher Technician,México,6,YouTube,0,8,0,Single,1,0
23,Male,University Higher Technician,México,4,YouTube,0,8,0,Single,1,0
22,Male,University Higher Technician,México,4,TikTok,0,9,0,Single,1,0
21,Male,University Higher Technician,México,4,Otra,0,9,0,Single,1,0
22,Male,University Higher Technician,México,4,YouTube,0,8,0,Single,1,0
21,Male,Graduate,México,5,Instagram,0,6,0,Single,1,0
22,Female,Graduate,México,7,TikTok,0,7,0,In a relationship,1,0
22,Female,University Higher Technician,México,5,Instagram,0,6,0,Single,1,0
21,Female,Graduate,México,6,TikTok,0,8,0,In a relationship,1,0
21,Female,Graduate,México,6,TikTok,0,8,0,In a relationship,1,0
21,Male,Graduate,México,6,TikTok,0,8,0,In a relationship,1,0
21,Male,Graduate,México,6,TikTok,0,8,0,In a relationship,1,0
21,Male,Graduate,México,8,Facebook,0,7,0,Single,1,0
24,Female,University Higher Technician,México,6,YouTube,0,8,0,In a relationship,1,0
24,Female,Graduate,México,8,WhatsApp,0,7,0,In a relationship,1,0
21,Female,University Higher Technician,México,5,Facebook,0,6,0,Single,1,0
20,Male,Graduate,México,3,Facebook,0,5,0,In a relationship,1,0
23,Male,Graduate,México,9,WhatsApp,0,9,0,Single,1,0
23,Male,Graduate,México,9,WhatsApp,0,9,0,Single,1,0
21,Male,Graduate,México,2,TikTok,0,8,0,Single,1,0
21,Male,Graduate,México,2,TikTok,0,8,0,Single,1,0
23,Male,Graduate,México,6,TikTok,0,6,0,Single,1,0
22,Male,University Higher Technician,México,8,Otra,0,3,0,In a relationship,1,0
22,Female,University Higher Technician,México,7,Otra,0,4,0,In a relationship,1,0
25,Male,Graduate,México,1,Instagram,0,6,0,In a relationship,1,0
21,Male,University Higher Technician,México,4,WhatsApp,0,5,0,Single,1,0
21,Male,University Higher Technician,México,4,YouTube,0,7,0,In a relationship,1,0
22,Female,Graduate,México,5,TikTok,0,6,0,3,1,0
21,Male,Graduate,México,6,TikTok,0,6,0,In a relationship,1,0
22,Female,Graduate,México,8,WhatsApp,0,6,0,In a relationship,1,0
21,Female,Graduate,México,2,TikTok,0,8,0,In a relationship,1,0
22,Female,Graduate,México,6,TikTok,0,7,0,In a relationship,1,0
22,Female,Graduate,México,3,TikTok,0,6,0,Single,1,0
19,Male,University Higher Technician,México,8,WhatsApp,0,7,0,In a relationship,1,0
20,Male,University Higher Technician,México,5,TikTok,0,6,0,Single,1,0
20,Female,University Higher Technician,México,5,TikTok,0,6,0,Single,1,0
20,Female,University Higher Technician,México,3,YouTube,0,7,0,Single,1,0
21,Female,University Higher Technician,México,4,Instagram,0,4,0,Single,1,0
26,Female,University Higher Technician,Colombia,12,TikTok,0,7,0,In a relationship,1,0
23,Male,Graduate,México,4,TikTok,0,9,0,In a relationship,1,0
24,Female,Mastery,Estados Unidos,6,Snapchat,0,9,0,In a relationship,1,0
25,Female,Mastery,Estados Unidos,8,Snapchat,0,4,0,In a relationship,1,0
21,Female,University Higher Technician,México,2,YouTube,0,3,0,In a relationship,1,0
19,Male,University Higher Technician,México,5,TikTok,0,6,0,Single,1,0
18,Male,University Higher Technician,México,5,YouTube,0,7,0,In a relationship,1,0
20,Female,University Higher Technician,Colombia,4,YouTube,0,10,0,Single,1,0
23,Female,University Higher Technician,México,6,Twitter,0,6,0,Single,1,0
25,Female,Graduate,México,6,YouTube,0,9,0,Single,1,0
25,Female,Graduate,México,5,Twitter,0,4,0,Single,1,0
26,Male,Mastery,México,6,Otra,0,2,0,Single,1,0
26,Male,Graduate,Colombia,9,Facebook,0,9,0,Single,1,0
21,Male,University Higher Technician,Mexico,0,Whatsapp,0,6,0,In a relationship,1,0
21,Female,Graduate,México,1,Instagram,0,4,0,In a relationship,1,0
19,Female,University Higher Technician,México,2,TikTok,0,8,0,Single,1,0
75,Female,Graduate,Estados Unidos,3,Facebook,0,9,0,Single,1,0
21,Male,University Higher Technician,México,4,TikTok,0,8,0,Single,1,0
22,Male,Graduate,México,4,Instagram,0,6,0,Single,1,0
18,Male,University Higher Technician,México,8,Facebook,0,2,0,In a relationship,1,0
20,Male,University Higher Technician,México,5,TikTok,0,6,0,In a relationship,1,0
23,Male,Graduate,México,6,Instagram,0,7,0,Single,1,0
20,Male,University Higher Technician,México,5,TikTok,0,10,0,Single,1,0
20,Male,University Higher Technician,México,3,Facebook,0,6,0,In a relationship,1,0
21,Female,Graduate,México,1,Instagram,0,7,0,Single,1,0
21,Male,Graduate,México,1,Instagram,0,7,0,Single,1,0
21,Male,Graduate,México,1,Instagram,0,7,0,Single,1,0
21,Male,Graduate,México,1,Instagram,0,7,0,Single,1,0
25,Female,Graduate,México,2,YouTube,0,7,0,Single,1,0
27,Male,University Higher Technician,México,2,Instagram,0,8,0,In a relationship,1,0
27,Female,University Higher Technician,México,2,Instagram,0,8,0,In a relationship,1,0
27,Female,University Higher Technician,México,2,Instagram,0,8,0,In a relationship,1,0
27,Female,University Higher Technician,México,2,Instagram,0,8,0,In a relationship,1,0
27,Female,University Higher Technician,México,2,Instagram,0,8,0,In a relationship,1,0
21,Male,University Higher Technician,México,2,TikTok,0,8,0,Single,1,0
22,Male,Graduate,México,5,Facebook,0,6,0,Single,1,0
23,Female,University Higher Technician,México,7,Twitter,0,5,0,In a relationship,1,0
21,Female,Graduate,México,5,WhatsApp,0,6,0,Single,1,0
22,Female,University Higher Technician,México,3,WhatsApp,0,6,0,In a relationship,1,0
18,Female,University Higher Technician,España,6,Facebook,0,5,0,In a relationship,1,0
21,Male,University Higher Technician,México,6,TikTok,0,5,0,In a relationship,1,0
21,Female,Graduate,México,7,TikTok,0,6,0,In a relationship,1,0
20,Female,University Higher Technician,México,8,Instagram,0,7,0,Single,1,0
21,Female,Graduate,México,4,YouTube,0,7,0,Single,1,0
21,Male,Graduate,México,4,YouTube,0,7,0,Single,1,0
19,Male,Graduate,México,5,Instagram,0,5,0,Single,1,0
19,Male,University Higher Technician,México,2,Instagram,0,7,0,In a relationship,1,0
22,Female,Graduate,México,10,TikTok,0,7,0,Single,1,0
18,Female,University Higher Technician,México,12,TikTok,0,4,0,In a relationship,1,0
18,Female,University Higher Technician,México,12,TikTok,0,4,0,In a relationship,1,0
19,Female,Graduate,México,4,TikTok,0,6,0,In a relationship,1,0
28,Male,Graduate,México,5,TikTok,0,8,0,In a relationship,1,0
22,Male,University Higher Technician,México,5,YouTube,0,7,0,Single,1,0
21,Male,University Higher Technician,México,5,YouTube,0,8,0,Single,1,0
22,Female,University Higher Technician,México,5,YouTube,0,7,0,Single,1,0
22,Female,University Higher Technician,México,5,YouTube,0,7,0,Single,1,0
19,Female,Graduate,México,3,TikTok,0,8,0,Single,1,0
19,Male,Graduate,México,3,TikTok,0,8,0,Single,1,0
18,Male,University Higher Technician,México,6,TikTok,0,5,0,Single,1,0
18,Male,University Higher Technician,México,6,TikTok,0,5,0,Single,1,0
18,Male,University Higher Technician,México,6,TikTok,0,5,0,Single,1,0
18,Male,Graduate,México,5,TikTok,0,7,0,Single,1,0
18,Male,Graduate,México,5,TikTok,0,7,0,Single,1,0
18,Male,Graduate,México,5,TikTok,0,7,0,Single,1,0
26,Female,Mastery,El Salvador,23,Otra,0,13,0,In a relationship,1,0
19,Male,Graduate,Mexico,5.2,Instagram,1,6.5,6,In a relationship,3,8
19,Male,Graduate,Mexico,2.1,Twitter,0,7.5,8,Single,0,3
20,Male,Graduate,Mexico,6,TikTok,1,5,5,Complicado,4,9
21,Female,Graduate,China,6.1,Snapchat,1,7.5,5,Single,8,9
21,Male,Graduate,Bangladesh,6.1,Snapchat,1,7.5,5,Single,8,9
21,Female,Graduate,Bangladesh,6.1,Snapchat,1,7.5,5,Single,8,9
21,Female,Graduate,Bangladesh,6.1,Snapchat,1,8,5,Single,8,9
21,Female,Graduate,Bangladesh,6.1,Snapchat,1,5,5,Single,8,9
21,Female,Graduate,Bangladesh,6.1,Snapchat,1,5,5,Single,8,9
22,Male,Secondary,Albania,13,tiktok,1,13,0,Single,4,19
19,Male,Secondary,Albania,11,tiktok,1,17,1,In a relationship,6,16
28,Female,Secondary,Algeria,11,tiktok,1,16,1,Single,5,16
15,Female,Graduate,Belize,12,tiktok,1,12,0,In a relationship,6,17
17,Female,Secondary,Algeria,13,tiktok,1,15,0,In a relationship,6,18
21,Female,Graduate,Mexico,6,youtube,1,9,5,Single,3,8
21,Male,Graduate,Mexico,6,youtube,1,9,5,Single,3,8
18,Female,Graduate,Mexico,10,facebook,1,8,2,Single,5,14
18,Female,Graduate,Mexico,10,facebook,1,8,2,Single,5,14
18,Female,Graduate,Mexico,10,facebook,1,8,2,Single,5,14
18,Male,Graduate,Mexico,10,facebook,1,8,2,Single,5,14
18,Male,Graduate,Mexico,10,facebook,1,8,2,Single,2,14
18,Male,Graduate,Mexico,10,facebook,1,8,2,Single,5,14
18,Male,Graduate,Mexico,10,facebook,1,8,2,Single,5,14
18,Male,Graduate,Mexico,10,facebook,1,8,2,Single,5,14
18,Male,Graduate,Mexico,10,facebook,1,8,2,Single,5,14
18,Male,Graduate,Mexico,10,facebook,1,8,2,Single,5,14
18,Male,Graduate,Mexico,10,facebook,1,8,2,Single,5,14
18,Male,Graduate,Mexico,10,facebook,1,8,2,Single,5,14
18,Male,Graduate,Mexico,10,facebook,1,8,2,Single,5,14
18,Male,Graduate,Mexico,10,facebook,1,8,2,Single,5,14
18,Male,Graduate,Mexico,10,facebook,1,8,2,Single,5,14
18,Male,Graduate,Mexico,10,facebook,1,8,2,Single,5,14
18,Male,Graduate,Mexico,10,facebook,1,8,2,Single,5,14
18,Male,Graduate,Mexico,10,facebook,1,8,2,Single,5,14
18,Male,Graduate,Mexico,10,facebook,1,8,2,Single,5,14
18,Male,Graduate,Mexico,10,facebook,1,8,2,Single,5,14
18,Male,Graduate,Mexico,10,facebook,1,8,2,Single,5,14
18,Male,Graduate,Mexico,10,facebook,1,8,2,Single,5,14
18,Male,Graduate,Mexico,10,facebook,1,8,2,Single,5,14
18,Male,Graduate,Mexico,10,facebook,1,8,2,Single,5,14
18,Male,Graduate,Mexico,10,facebook,1,8,2,Single,5,14
18,Male,Graduate,Mexico,10,facebook,1,8,2,Single,5,14
18,Male,Graduate,Mexico,10,facebook,1,8,2,Single,5,14
18,Male,Graduate,Mexico,10,facebook,1,8,2,Single,5,14
18,Male,Graduate,Mexico,10,facebook,1,8,2,Single,5,14
18,Male,Graduate,Mexico,10,facebook,1,8,2,Single,5,14
18,Male,Graduate,Mexico,10,facebook,1,8,2,Single,5,14
18,Male,Graduate,Mexico,10,facebook,1,8,2,Single,5,14
18,Male,Graduate,Mexico,10,facebook,1,8,2,Single,5,14
18,Male,Graduate,Mexico,10,facebook,1,8,2,Single,5,14
18,Male,Graduate,Mexico,10,facebook,1,8,2,Single,5,14
18,Male,Graduate,Mexico,10,facebook,1,8,2,Single,5,14
18,Male,Graduate,Mexico,10,facebook,1,8,2,Single,5,14
18,Male,Graduate,Mexico,10,facebook,1,8,2,Single,5,14
18,Male,Graduate,Mexico,10,facebook,1,8,2,Single,5,14
18,Male,Graduate,Mexico,10,facebook,1,8,2,Single,5,14
18,Male,Graduate,Mexico,10,facebook,1,8,2,Single,5,14
18,Male,Graduate,Mexico,10,facebook,1,8,2,Single,5,14
18,Male,Graduate,Mexico,10,facebook,1,8,2,Single,5,14
18,Male,Graduate,Mexico,10,facebook,1,8,2,Single,5,14
18,Male,Graduate,Mexico,10,facebook,1,8,2,Single,5,14
18,Male,Graduate,Mexico,10,facebook,1,8,2,Single,5,14
18,Male,Graduate,Mexico,10,facebook,1,8,2,Single,5,14
18,Male,Graduate,Mexico,10,facebook,1,8,2,Single,5,14
18,Male,Graduate,Mexico,10,facebook,1,8,2,Single,5,14
18,Male,Graduate,Mexico,10,facebook,1,8,2,Single,5,14
18,Male,Graduate,Mexico,10,facebook,1,8,2,Single,5,14
21,Male,Graduate,Mexico,3,tiktok,0,8,7,Single,0,4
21,Male,Graduate,Mexico,3,tiktok,0,8,7,Single,0,4
21,Male,Graduate,Mexico,3,tiktok,0,8,7,Single,0,4
21,Male,Graduate,Mexico,3,tiktok,0,8,7,Single,0,4
21,Male,Graduate,Mexico,3,tiktok,0,8,7,Single,0,4
21,Male,Graduate,Mexico,3,tiktok,0,8,7,Single,0,4
21,Male,Graduate,Mexico,3,tiktok,0,8,7,Single,0,4
21,Male,Graduate,Mexico,3,instagram,0,8,7,Single,0,4
44,Male,Graduate,Mexico,8,instagram,1,12,3,In a relationship,7,11
12,Male,Graduate,Mexico,14,instagram,1,11,0,Single,3,19
10,Male,Secondary,Mexico,9,instagram,1,14,2,Single,6,12
14,Male,Secondary,Mexico,9,instagram,1,9,2,In a relationship,5,12
1,Male,Graduate,Mexico,4,facebook,0,8,6,Single,1,5
1,Male,Graduate,Mexico,4,facebook,0,8,6,Single,1,5
21,Male,Graduate,Mexico,4,facebook,0,8,6,Single,1,5
21,Male,Graduate,Mexico,4,facebook,0,8,6,Single,1,5
21,Male,Graduate,Mexico,4,facebook,0,8,6,Single,1,5
21,Male,Graduate,Mexico,4,facebook,0,8,6,Single,1,5
21,Male,Graduate,Mexico,4,facebook,0,8,6,Single,1,5
21,Male,Graduate,Mexico,4,facebook,0,8,6,Single,1,5
21,Male,Graduate,Mexico,4,facebook,0,8,6,Single,1,5
21,Male,Graduate,Mexico,4,facebook,0,8,6,Single,1,5
21,Male,Graduate,Mexico,4,facebook,0,8,6,Single,1,5
21,Male,Graduate,Mexico,4,facebook,0,8,6,Single,1,5
21,Male,Graduate,Mexico,4,facebook,0,8,6,Single,1,5
21,Male,Graduate,Mexico,4,facebook,0,8,6,Single,1,5
21,Male,Graduate,Mexico,4,facebook,0,8,6,Single,1,5
21,Male,Graduate,Mexico,4,facebook,0,8,6,Single,1,5
21,Male,Graduate,Mexico,4,facebook,0,8,6,Single,1,5
17,Male,Graduate,Mexico,9,instagram,1,10,2,In a relationship,4,12
16,Male,Graduate,Mexico,1,whatsapp,0,6,8,Complicado,1,1
16,Male,Graduate,Mexico,1,whatsapp,0,6,8,Complicado,8,1
16,Male,Graduate,Mexico,1,whatsapp,0,6,8,Complicado,8,1
16,Male,Graduate,Mexico,1,whatsapp,0,6,8,Complicado,8,1
18,Male,Secondary,Mexico,1,whatsapp,0,7,8,Complicado,1,1
16,Male,Secondary,Mexico,2,tiktok,0,10,7,Single,8,2
16,Male,Secondary,Mexico,2,tiktok,0,10,7,Single,8,2
16,Male,Secondary,Mexico,2,tiktok,0,10,7,Single,8,2
16,Male,Secondary,Mexico,2,tiktok,0,10,7,Single,0,2
16,Male,Secondary,Mexico,2,tiktok,0,10,7,Single,0,2
16,Male,Secondary,Mexico,2,tiktok,0,10,7,Single,0,2
13,Male,Secondary,Mexico,17,tiktok,1,7,-2,Single,0,24
15,Male,Secondary,Mexico,10,instagram,1,6,2,In a relationship,3,14
19,Male,Graduate,Venezuela,8,whatsapp,1,7,3,Single,1,11
19,Male,Graduate,Venezuela,8,whatsapp,1,7,3,Single,1,11
19,Male,Graduate,Venezuela,8,whatsapp,1,7,3,Single,1,11
19,Male,Graduate,Venezuela,8,whatsapp,1,7,3,Single,0,11
19,Male,Graduate,Venezuela,8,whatsapp,1,7,3,Single,0,11
18,Male,Secondary,Mexico,7,whatsapp,1,11,3,Complicado,1,9
19,Male,Graduate,Venezuela,8,whatsapp,1,7,3,Single,2,11
19,Male,Graduate,Venezuela,8,whatsapp,1,7,3,Single,0,11
19,Male,Graduate,Venezuela,8,whatsapp,1,7,3,Single,0,11
18,Male,Secondary,Mexico,7,whatsapp,1,11,3,Complicado,1,9
18,Male,Secondary,Mexico,7,whatsapp,1,11,3,Complicado,1,9
18,Male,Secondary,Mexico,7,whatsapp,1,11,3,Complicado,1,9
19,Male,Graduate,Venezuela,8,whatsapp,1,7,3,Single,1,11
